budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
74000000,547.4883,1156730962.0,91.0,6.4,4729.0,Minions,211672,4,5.9842,0.38864858219047926
149000000,294.33704,820580447.0,141.0,7.2,5025.0,Wonder Woman,297762,4,2.6224,0.30138757919327774
160000000,287.25366,1262886337.0,129.0,6.8,5530.0,Beauty and the Beast,321612,4,3.2042,0.2234040439685802
152000000,146.16179,369907963.0,140.0,6.7,1675.0,War for the Planet of the Apes,281338,4,0.9843,0.21346778612521944
61000000,154.80101,369330363.0,145.0,7.9,6023.0,Gone Girl,210577,4,1.3439,0.18907614855223484
165000000,213.84991,652105443.0,102.0,7.8,6289.0,Big Hero 6,177572,4,2.3264,0.18726147056708953
125000000,147.098,752100229.0,123.0,6.6,5767.0,The Hunger Games: Mockingjay - Part 1,131631,4,1.5056,0.1569141290090396
200000000,185.331,863416141.0,137.0,7.6,4858.0,Guardians of the Galaxy Vol. 2,283995,4,2.3024,0.13778312399074943
34000000,76.93789,348319861.0,113.0,7.0,5540.0,The Maze Runner,198663,4,0.8366,0.10336643120091465
230000000,133.82782,794191988.0,129.0,6.6,2814.0,Pirates of the Caribbean: Dead Men Tell No Tales,166426,4,1.987,0.07883673390731066
8000000,140.95024,213928762.0,154.0,8.3,8670.0,Pulp Fiction,680,4,2.1974,0.06834705059938057
110000000,36.262653,296485719.0,127.0,6.5,3213.0,Miss Peregrine's Home for Peculiar Children,283366,4,0.5145,0.06497310146614704
93000000,41.61376,482860185.0,105.0,7.0,4452.0,Rise of the Planet of the Apes,61791,4,0.6902,0.05512214209099377
100000000,30.938854,519876949.0,107.0,7.5,2712.0,Dunkirk,374720,4,0.5724,0.048764407302659955
170000000,75.38521,710644566.0,130.0,7.3,4511.0,Dawn of the Planet of the Apes,119450,4,1.3616,0.04184704957547977
110000000,27.887186,295238201.0,119.0,6.2,3921.0,Insurgent,262500,4,0.5876,0.04148402225538893
90000000,24.30526,263920180.0,126.0,7.3,3962.0,The Fifth Element,18,4,0.5684,0.037078707126467145
80000000,36.63152,1020063384.0,96.0,6.2,2002.0,Despicable Me 3,324852,4,0.7885,0.03502262114664002
110000000,20.547926,470490832.0,114.0,6.0,3017.0,San Andreas,254128,4,0.5378,0.033626757837941154
90000000,21.296343,429632142.0,143.0,7.5,3304.0,Cast Away,8358,4,0.5578,0.03276019421092501
110000000,25.9725,712171856.0,117.0,5.8,2622.0,The Twilight Saga: Breaking Dawn - Part 1,50619,4,0.6505,0.030951711012993842
125000000,22.337973,477200000.0,101.0,5.8,2677.0,Teenage Mutant Ninja Turtles,98566,4,0.5971,0.030272742464411452
180000000,45.38298,356743061.0,109.0,5.5,2488.0,The Legend of Tarzan,258489,4,0.9872,0.028820151874003525
40000000,36.4476,126546825.0,89.0,6.3,6048.0,Lucy,240832,4,0.8447,0.02840473151792336
80000000,16.646029,660940780.0,91.0,6.5,3034.0,Ice Age: The Meltdown,950,4,0.5346,0.026847889665458254
110000000,15.724373,478207520.0,120.0,6.5,3048.0,Mr. & Mrs. Smith,787,4,0.5404,0.02451392084806167
110000000,20.303633,303144152.0,116.0,6.7,4134.0,Passengers,274870,4,0.6234,0.023612388119864672
85000000,21.572584,288747895.0,139.0,6.9,4784.0,Divergent,157350,4,0.6539,0.02252428640694295
110000000,16.661966,574480841.0,108.0,6.4,2949.0,Night at the Museum,1593,4,0.5741,0.0224621027449733
47000000,30.83786,203388186.0,113.0,7.2,5729.0,Arrival,329865,4,0.8069,0.022369494308321636
60000000,17.987728,484409218.0,90.0,7.3,4183.0,Shrek,808,4,0.598,0.022215592363518777
115000000,15.232738,286140700.0,109.0,6.4,3510.0,Elysium,68724,4,0.554,0.022094644854361304
150000000,22.211557,356613439.0,138.0,6.5,2183.0,Angels & Demons,13448,4,0.6805,0.02071986566083872
132000000,19.929377,591739379.0,116.0,6.2,2397.0,War of the Worlds,74,4,0.6593,0.018915314135652436
90000000,17.547693,497366869.0,92.0,7.3,3914.0,Toy Story 2,863,4,0.6245,0.01844885293186736
130000000,16.551502,185258983.0,163.0,7.0,2892.0,Watchmen,13183,4,0.6097,0.018281033101575354
105000000,17.598936,351040419.0,143.0,7.3,3885.0,The Great Gatsby,64682,4,0.6308,0.017838421074723308
50000000,19.638605,549368315.0,106.0,6.3,4811.0,Ted,72105,4,0.6665,0.017578747793284256
97000000,54.581997,616801808.0,137.0,7.6,6310.0,Logan,263115,4,1.2414,0.017232991571774145
120000000,26.080996,829000000.0,115.0,6.1,2641.0,The Twilight Saga: Breaking Dawn - Part 2,50620,4,0.7781,0.01688822553318404
125000000,15.049695,544272402.0,124.0,6.2,2462.0,The Day After Tomorrow,435,4,0.5991,0.01671900964476317
125000000,13.392824,498814908.0,97.0,6.1,2336.0,The Boss Baby,295693,4,0.5724,0.016672882232679556
140000000,19.582325,456758981.0,154.0,7.3,1946.0,The Last Samurai,616,4,0.6938,0.014424475732989855
85000000,12.114932,450717150.0,116.0,7.2,3857.0,Ocean's Eleven,161,4,0.572,0.014380337717080999
150000000,18.459955,335154643.0,116.0,6.2,2372.0,Prince of Persia: The Sands of Time,9543,4,0.6773,0.014215886110677
120000000,18.907948,461983149.0,117.0,6.6,3991.0,Cars,920,4,0.6909,0.013515180307863618
155000000,30.188198,440603537.0,126.0,5.8,3677.0,Terminator Genisys,87101,4,0.8782,0.013212027803023288
58800000,19.228561,542307423.0,133.0,7.4,4600.0,American Sniper,190859,4,0.7016,0.01290563510104615
75000000,17.634197,816969268.0,145.0,6.7,3334.0,Independence Day,602,4,0.6807,0.012325562582118147
125000000,18.69533,334615000.0,129.0,7.0,3971.0,Sherlock Holmes: A Game of Shadows,58574,4,0.7006,0.012042129795143942
60000000,19.96678,284600000.0,189.0,8.2,4166.0,The Green Mile,497,4,0.7235,0.011808054283373809
150000000,19.125538,163712074.0,114.0,6.1,3086.0,The Incredible Hulk,1724,4,0.7127,0.011476552841520354
100000000,22.661695,520000000.0,137.0,7.7,4274.0,Terminator 2: Judgment Day,280,4,0.7768,0.01077965934925329
65000000,18.108408,422610419.0,117.0,7.0,5092.0,300,1271,4,0.7049,0.010488042105751674
120000000,14.43075,347234916.0,115.0,6.7,3889.0,"I, Robot",2048,4,0.6451,0.010445519157668889
150000000,15.687983,397850012.0,126.0,6.5,2062.0,Mission: Impossible III,956,4,0.6817,0.008654183560312778
140000000,16.775717,441818803.0,88.0,6.1,3188.0,Men in Black II,608,4,0.7051,0.008028208250413633
90000000,18.515448,289847354.0,151.0,7.9,4455.0,The Departed,1422,4,0.7392,0.0073987836909812504
150000000,15.417181,413106170.0,105.0,5.9,2026.0,Night at the Museum: Battle of the Smithsonian,18360,4,0.69,0.007231194438883159
