budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
38000000,88.56124,110824373.0,89.0,6.5,159.0,Captain Underpants: The First Epic Movie,268531,3,0.3943,0.6058786346396965
26000000,25.301567,30523226.0,116.0,6.3,1122.0,Self/less,238615,3,0.287,0.23068156451364008
0,67.955055,0.0,87.0,5.8,333.0,Boyka: Undisputed IV,348893,3,0.4407,0.22654490750199852
15000000,47.114365,0.0,87.0,6.0,113.0,Security,460846,3,0.3721,0.2080271358655027
30000000,15.106676,105173115.0,111.0,6.4,1194.0,Forgetting Sarah Marshall,9870,3,0.2696,0.1705550958229078
33000000,18.25092,54700105.0,124.0,6.1,786.0,The Punisher,7220,3,0.282,0.16686881977561252
30000000,15.809588,90810892.0,99.0,6.2,995.0,Drag Me to Hell,16871,3,0.2736,0.16585011812697775
30000000,18.502876,48428063.0,79.0,6.6,1291.0,9,12244,3,0.2865,0.15549140050557778
40000000,30.146847,0.0,88.0,5.9,91.0,The House,345914,3,0.3296,0.15075449945013336
28000000,17.861118,52597999.0,113.0,6.0,896.0,3 Days to Kill,192102,3,0.2867,0.14761259364688586
