budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
38000000,88.56124,110824373.0,89.0,6.5,159.0,Captain Underpants: The First Epic Movie,268531,3,0.3943,0.6058786346396965
26000000,25.301567,30523226.0,116.0,6.3,1122.0,Self/less,238615,3,0.287,0.23068156451364008
0,67.955055,0.0,87.0,5.8,333.0,Boyka: Undisputed IV,348893,3,0.4407,0.22654490750199852
15000000,47.114365,0.0,87.0,6.0,113.0,Security,460846,3,0.3721,0.2080271358655027
30000000,15.106676,105173115.0,111.0,6.4,1194.0,Forgetting Sarah Marshall,9870,3,0.2696,0.1705550958229078
33000000,18.25092,54700105.0,124.0,6.1,786.0,The Punisher,7220,3,0.282,0.16686881977561252
30000000,15.809588,90810892.0,99.0,6.2,995.0,Drag Me to Hell,16871,3,0.2736,0.16585011812697775
30000000,18.502876,48428063.0,79.0,6.6,1291.0,9,12244,3,0.2865,0.15549140050557778
40000000,30.146847,0.0,88.0,5.9,91.0,The House,345914,3,0.3296,0.15075449945013336
28000000,17.861118,52597999.0,113.0,6.0,896.0,3 Days to Kill,192102,3,0.2867,0.14761259364688586
28000000,14.914924,53181600.0,113.0,6.2,1145.0,A Walk Among the Tombstones,169917,3,0.2783,0.14089299845468725
20000000,18.006895,117760134.0,105.0,6.6,1038.0,Disturbia,8271,3,0.2898,0.13946097226688225
30000000,21.791111,8574339.0,140.0,6.1,598.0,The Lost City of Z,314095,3,0.3045,0.13573195316902828
33000000,19.628834,49100000.0,112.0,5.8,669.0,Beauty and the Beast,197796,3,0.2968,0.13565192102085105
30000000,14.455104,90007945.0,115.0,6.1,748.0,Atomic Blonde,341013,3,0.2802,0.12969568177149715
25000000,14.31675,77278331.0,117.0,6.4,1476.0,The Grey,75174,3,0.2799,0.12908155949453753
9000000,27.756025,108782847.0,104.0,6.6,2008.0,The Purge: Anarchy,238636,3,0.3294,0.12438958644694026
17000000,15.962793,136621271.0,104.0,6.4,1234.0,Let's Be Cops,193893,3,0.2885,0.12048781138192546
30000000,11.645847,63372757.0,106.0,6.4,1340.0,Side Effects,109421,3,0.2738,0.11820127149358547
23000000,14.961416,53302314.0,98.0,6.4,1416.0,Final Destination,9532,3,0.286,0.11708170688396125
32000000,11.359659,85167639.0,87.0,6.2,1076.0,Transporter 2,9335,3,0.2734,0.11623387343963465
30000000,10.342202,160259319.0,111.0,6.1,1013.0,27 Dresses,6557,3,0.2708,0.11296225119209505
30000000,12.962525,191502426.0,99.0,6.7,871.0,The Addams Family,2907,3,0.2806,0.11157734495341409
27000000,11.953822,93282604.0,98.0,6.5,1096.0,Money Monster,303858,3,0.2774,0.11030090362344569
22000000,28.176992,40120144.0,91.0,6.1,48.0,Diary of a Wimpy Kid: The Long Haul,417830,3,0.3355,0.10986373061199994
10500000,36.26051,25442939.0,93.0,5.8,279.0,The Beguiled,399019,3,0.3654,0.10664172823522111
33000000,12.237571,77068246.0,98.0,5.9,901.0,Mike and Dave Need Wedding Dates,316023,3,0.282,0.0989664187069332
40000000,14.840318,65754228.0,119.0,6.4,292.0,Sweet November,1921,3,0.2915,0.09833120966363551
24000000,11.697604,155721132.0,102.0,6.5,858.0,Rocky Balboa,1246,3,0.2817,0.09381731265633436
35000000,11.736241,57120318.0,108.0,6.0,743.0,Predator 2,169,3,0.2819,0.09362149010231435
