budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
18000000,88.43924,20497844.0,110.0,5.4,1015.0,The Circle,339988,1,0.4412,0.942147361293326
6000000,78.8072,0.0,119.0,5.3,160.0,The Bad Batch,316154,1,0.493,0.8111879093484816
0,59.578823,0.0,90.0,5.3,127.0,Wish Upon,440597,1,0.4785,0.5996542006121441
5500000,52.854103,44235023.0,89.0,5.1,548.0,47 Meters Down,403119,1,0.4482,0.5363518343952762
5455000,50.949524,0.0,99.0,5.2,47.0,The Last King,360249,1,0.4646,0.5078508755717961
0,37.484577,422.0,99.0,5.5,277.0,2:22,269795,1,0.4222,0.37336820313600594
21500000,31.314013,4811525.0,98.0,5.5,164.0,Collide,195590,1,0.3698,0.3256919344281597
13000000,24.515463,20560255.0,90.0,5.5,274.0,Child's Play 3,11187,1,0.3761,0.24606435628288967
6500000,23.242453,255273813.0,99.0,5.5,1588.0,Annabelle,250546,1,0.3578,0.23939826722183757
3500000,34.145916,54947.0,102.0,4.1,135.0,The Mother of Tears,15206,1,0.6495,0.23937833071155096
