budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
34000000,228.03275,224511319.0,113.0,7.2,2083.0,Baby Driver,339403,2,1.0974,0.6949066152109804
20000000,183.87038,88761661.0,101.0,7.0,5499.0,John Wick,245891,2,1.2489,0.4457476462959129
97000000,72.88408,232380243.0,122.0,5.7,2677.0,Alien: Covenant,126889,2,0.4782,0.23878467754019617
110000000,68.72668,169801921.0,107.0,5.9,2547.0,Ghost in the Shell,315837,2,0.4977,0.21342210343803605
60000000,50.90359,71000000.0,95.0,5.7,688.0,The Dark Tower,353491,2,0.324,0.19836618949224744
40000000,49.247505,171539887.0,122.0,6.7,2924.0,John Wick: Chapter 2,324552,2,0.3578,0.178785455984495
68000000,42.06148,217022588.0,115.0,6.2,2524.0,Ted 2,214756,2,0.3282,0.15799437769963742
58000000,36.2638,100541806.0,103.0,6.3,1959.0,Life,395992,2,0.285,0.1482535826481733
69000000,35.63769,177856751.0,116.0,6.1,1829.0,Baywatch,339846,2,0.2932,0.14251772882975022
61000000,41.22577,311256926.0,132.0,6.5,3148.0,Maze Runner: The Scorch Trials,294254,2,0.3841,0.1339714628399783
50000000,33.6946,66913939.0,86.0,5.8,327.0,The Emoji Movie,378236,2,0.312,0.12713729726763634
37000000,33.449722,173567581.0,133.0,7.3,1963.0,Creed,312221,2,0.3374,0.11681411156002702
55000000,29.130444,378827494.0,118.0,6.0,2341.0,Fifty Shades Darker,341174,2,0.3264,0.10184465989789261
43000000,24.483892,46652768.0,108.0,6.8,1023.0,A Monster Calls,258230,2,0.2843,0.09676020394412391
49000000,30.206366,104399548.0,120.0,6.6,3124.0,Chappie,198184,2,0.3554,0.09601297781109475
57000000,23.63659,115267375.0,103.0,6.4,553.0,DragonHeart,8840,2,0.279,0.09496765389791868
90000000,39.540653,334901337.0,129.0,6.7,3362.0,Now You See Me 2,291805,2,0.4726,0.09434839660341024
40000000,27.470695,126069509.0,97.0,5.2,1733.0,Sex Tape,225886,2,0.3363,0.09094918973858032
42000000,20.903362,107670357.0,108.0,6.1,1575.0,Horrible Bosses 2,227159,2,0.2653,0.08794860355481504
80000000,23.98125,271430189.0,102.0,6.0,1746.0,Grown Ups,38365,2,0.3156,0.08315664514537222
65000000,20.623642,39407616.0,102.0,6.3,1314.0,Sin City: A Dame to Kill For,189,2,0.2805,0.08118590045394454
31000000,18.83065,231605150.0,100.0,6.5,713.0,Sister Act,2005,2,0.2797,0.07360068542618357
60000000,20.485203,60052138.0,124.0,5.6,1017.0,Beautiful Creatures,109491,2,0.3023,0.07264095096378949
50000000,17.126768,159773545.0,114.0,6.2,1664.0,Alien³,8077,2,0.262,0.07255975914477775
54000000,17.05064,155010032.0,117.0,6.3,1556.0,Blade II,36586,2,0.2615,0.07240737132663365
66000000,18.271383,203277636.0,130.0,6.1,1560.0,Need for Speed,136797,2,0.2785,0.07158075644704084
35000000,17.95142,131282949.0,108.0,6.8,1454.0,School of Rock,1584,2,0.277,0.07072129160584113
50000000,16.838144,71561644.0,114.0,6.3,1169.0,Run All Night,241554,2,0.264,0.07056371056213244
50000000,19.650229,222809600.0,106.0,6.8,2302.0,Non-Stop,225574,2,0.2997,0.06991956392828541
65000000,18.860682,128905366.0,123.0,5.7,1276.0,Blade: Trinity,36648,2,0.2918,0.06932732384065539
35000000,17.310646,140795793.0,125.0,5.9,1193.0,Trainwreck,271718,2,0.2732,0.06928990032190384
37000000,16.41424,215394738.0,108.0,6.3,1131.0,Ghostbusters II,2978,2,0.2625,0.06924764110411491
